id,generic_name,brand_names,dosage_form,strength,notification_number,notification_date,ban_reason,source_pdf,date_added
6500,Paracetamol +promethazine S.o. 790 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.553665+05:30
6501,Betahistine +ginkgo Bilobaextract+vinpocetine+piracetam S.o. 791 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.554165+05:30
6502,Cetirizine Dihydrochloride +diethyl Carbamazine S.o. 792 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.554691+05:30
6503,Doxylamine +pyridoxine +mefenamicacid+paracetamol S.o. 793 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.555215+05:30
6504,Drotaverine + Clidinium + Chlordiazepoxide S.o. 794 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.555742+05:30
6505,Imipramine + Diazepam S.o. 795 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.556262+05:30
6506,Flupentixol +escitalopram S.o. 796 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.556842+05:30
6507,Paracetamol + Prochloperazine S.o. 797 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.557434+05:30
6508,Gabapentin +mecobalamin +pyridoxine +thiamine S.o. 798 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.557961+05:30
6509,Imipramine +chlordiazepoxide +trifluoperazine S.o. 799 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.558525+05:30
6510,Chlorpromazine +trihexyphenidyl S.o. 800 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.559015+05:30
6511,Ursodeoxycholic Acid + Silymarin S.o. 801 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.559505+05:30
6512,Metformin 1000/1000/500/ +pioglitazone S.o. 802 E,,,500 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.560019+05:30
6513,5/7.5/7.5/ + Glimepiride 1/2/1/2mg Dated,,,7.5 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.560539+05:30
6514,Gliclazide + Metformin 325 Mg S.o. 803 E,,,80 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.561068+05:30
6515,Voglibose+ Metformin + Chromium Picolinate S.o. 804 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.561618+05:30
6516,Pioglitazone 7.5/+metformin 500/1000mg S.o. 805 E,,,7.5 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.562153+05:30
6517,Glimepiride /3mg+pioglitazone S.o. 806 E,,,1 mg/2 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.562676+05:30
6518,Glimepiride + Pioglitazone 15mg/15mg + Metformin S.o. 807 E,,,1 mg/2 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.563199+05:30
6519,Metformin +pioglitazone 7.5 Mg+glimepiride 2mg S.o. 808 E,,,850 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.563709+05:30
6520,Metformin +pioglitazone 7.5 Mg+glimepiride 1mg S.o. 809 E,,,850 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.564218+05:30
6521,Metformin +gliclazide Sr S.o. 810 E,,,500 mg/500 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.564732+05:30
6522,Voglibose+pioglitazone+metformin S.o. 811 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.565242+05:30
6523,Metformin +bromocriptine S.o. 812 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.565741+05:30
6524,Metformin +glimepiride +methylcobalamin S.o. 813 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.566259+05:30
6525,Pioglitazone +metformin 500mg S.o. 814 E,,,30 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.566777+05:30
6526,Glimepiride +pioglitazone +metformin S.o. 815 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.567283+05:30
6527,Glipizide +metformin 400mg S.o. 816 E,,,2.5 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.567799+05:30
6528,Pioglitazone +metformin 850 Mg S.o. 817 E,,,15 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.568317+05:30
6529,Metformin Er+gliclazidemr+voglibose S.o. 818 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.568812+05:30
6530,Chromium Polynicotinate+metformin Hydrochloride S.o. 819 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.569325+05:30
6531,Metformin Hydrochlopride +gliclazide +piogllitazone S.o. 820 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.569932+05:30
6532,Metformin +gliclazide +chromium Polynicotinate S.o. 821 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.570513+05:30
6533,Glibenclamide + Metformin Sr+ Pioglitazone S.o. 822 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.571049+05:30
6534,Metformin Sustainded Release +pioglitazone 15 S.o. 823 E,,,500 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.571571+05:30
6535,Metformin Sr +pioglitazone 5mg S.o. 824 E,,,500 mg,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.572090+05:30
6536,Chloramphenicol +beclomethasone +clomitrimazole S.o. 825 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.572603+05:30
6537,Clotrimazole + Ofloxaxin + Lignocaine + Glycerine And S.o. 826 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.573101+05:30
6538,Chloramphennicol+lignocain+betamethasone+clotrimazole+ S.o. 827 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.573598+05:30
6539,Ofloxacin +clotrimazole +betamethasone +lignocaine S.o. 828 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.574102+05:30
6540,Gentamicin Sulphate +clotrimazole +betamethasone S.o. 829 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.574606+05:30
6541,Clotrimazole +beclomethasone +ofloxacin +lignocaine S.o. 830 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.575148+05:30
6542,Becloemthasone +clotrimazole+chloramphenicol+gentamycin S.o. 831 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.575660+05:30
6543,Flunarizine + Paracetamole+ Domperidone S.o. 832 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.576183+05:30
6544,Rabeprazole +zinc Carnosine S.o. 833 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.576694+05:30
6545,Magaldrate + Famotidine + Simethicone S.o. 834 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.577211+05:30
6546,Cyproheptadine + Thiamine S.o. 835 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.577733+05:30
6547,Magaldrate +ranitidine +pancreatin +domperidone S.o. 836 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.578275+05:30
6548,Ranitidine +magaldrate +simethicone S.o. 837 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.578836+05:30
6549,Magaldrate + Papain+ Fungul Diastase + Simethicone S.o. 838 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.579349+05:30
6550,Rabeprazole + Zinc + Domperidone S.o. 839 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.579858+05:30
6551,Famotidine + Oxytacaine + Magaldrate S.o. 840 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.580367+05:30
6552,Ranitidine+domperidone+semithicone S.o. 841 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.580867+05:30
6553,Alginicacid+sodiumbicarbonate+dried Aluminium S.o. 842 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.581355+05:30
6554,Clidinium +paracetamol +dicyclomine +activated S.o. 843 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.581845+05:30
6555,Furazolidone +metronidazole +loperamide S.o. 844 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.582329+05:30
6556,Rabeprazole +diclofenac +paracetamol S.o. 845 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.582865+05:30
6557,Ranitidine +magaldrate S.o. 846 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.583334+05:30
6558,Norfloxacin+ Metronidazole + Zinc Acetate S.o. 847 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.583805+05:30
6559,Zinc Carnosine+oxetacaine S.o. 848 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.584280+05:30
6560,Oxetacaine +magaldrate +famotidine S.o. 849 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.584744+05:30
6561,Pantoprazole As Enteric Coated +zinc Carnosine As S.o. 850 E,,Tablet,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.585238+05:30
6562,Zinc Carnosine+magnesiumhydroxide +dried Aluminium S.o. 851 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.585721+05:30
6563,Zinc Carnosine+sucralfate S.o. 852 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.586196+05:30
6564,Mebeverine Hydrochloride & Inner Hpmc,,Capsule,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.586732+05:30
6565,Clindamycin +clotrimazole +lactic Acid Bacillus S.o. 854 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.587206+05:30
6566,Sildenafil +estradiolvalerate S.o. 855 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.587697+05:30
6567,Clomifene Citrate +ubidecarenone +zinc +folic Acid,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.588174+05:30
6568,Thyroxine + Pyridoxine + Folic Acid S.o. 857 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.588649+05:30
6569,Gentamycin+dexamethasone+chloramphenicol+tobramycin+ S.o. 858 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.589115+05:30
6570,Dextromethorphan + Levocetirizine +phenylephrine +zinc S.o. 859 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.589600+05:30
6571,Nimesulide +loratadine +phenylephrine +ambroxol S.o. 860 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.590076+05:30
6572,Bromhexine +phenylephrine +chlorepheniramine Maleate S.o. 861 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.590543+05:30
6573,Dextromethorphan + Bromhexine +guaiphenesin S.o. 862 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.591038+05:30
6574,Paracetamol + Loratadine + Phenylephrine + S.o. 863 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.591517+05:30
6575,Nimesulide + Phenylephrine + Ceffeine+ Levocetirizine S.o. 864 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.592004+05:30
6576,Azithromycin + Acebrophyline S.o. 865 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.592489+05:30
6577,Diphenhydramine +terpine +ammonium Chloride +sodium S.o. 866 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.592970+05:30
6578,Nimesulide+paracetamol+cetrizine +phenylephrine S.o. 867 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.593449+05:30
6579,Paracetamol+ Loratadine + Dextromethophan + S.o. 868 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.593941+05:30
6580,Chlorpheniramine Maleate+ Dextromethophan+,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.594417+05:30
6581,Chlorpheniraminemaleate+ammoniumchloride+sodium S.o. 870 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.594908+05:30
6582,Cetirizine +phenylephrine +paracetamol +zinc Gluconate S.o. 871 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.595432+05:30
6583,Ambroxol +guaiphenesin +ammonium Chloride S.o. 872 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.595934+05:30
6584,Dextromethophen + Bromhexine + Chlorpheniramine Maleate S.o. 873 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.596414+05:30
6585,Levocetirizine + Ambroxol + Phenylephrine +guaiphenesin S.o. 874 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.596900+05:30
6586,Dextromethorphan + Chlorpheniramine + S.o. 875 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.597418+05:30
6587,Cetirizine + Ambroxol + Guaiphenesin + Ammonium Chloride+ S.o. 876 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.597896+05:30
6588,Chlorpheniramine + Phenylephrine + Caffiene S.o. 877 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.598395+05:30
6589,Dextromethorphan + Triprolidine + Phenylephrine S.o. 878 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.598865+05:30
6590,Terpinhydrate+ Dextromethorphan + Menthol S.o. 879 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.599328+05:30
6591,Dextromethorphan + Phenylephrine + Zinc Gluconate+ S.o. 880 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.599804+05:30
6592,Chlorpheniramine + Codeine + Sodium Citarte + Menthol S.o. 881 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.600285+05:30
6593,Enrofloxacin + Bromhexin S.o. 882 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.600768+05:30
6594,Bromhexine +dextromethorphan +phenylephrine +menthol S.o. 883 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.601269+05:30
6595,Levofloxacin +bromhexine S.o. 884 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.601772+05:30
6596,Levocetirizine +ranitidine S.o. 885 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.602278+05:30
6597,Levocetirizine +phenylephrine +ambroxol +guaiphenesin S.o. 886 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.602775+05:30
6598,Cetirizine + Dextromethorphan + Phenylephrine + Zinc S.o. 887 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.603288+05:30
6599,Paracetamol+ Pseudoephedrine + Dextromethorphan + S.o. 888 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.603757+05:30
6600,Diphenhydamine + Guaiphenesin + Ammonium Chloride + S.o. 889 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.604246+05:30
6601,Chlorpheniramine +dextromethorphan +phenylephrine S.o. 890 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.604763+05:30
6602,Dextromethorphen +promethazine S.o. 891 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.605266+05:30
6603,Diethylcabamazine +cetrizine +guaiphenesin S.o. 892 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.605767+05:30
6604,Pseudoephedrine+dextromethorphan +cetirizine S.o. 893 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.606306+05:30
6605,Chlorpheniramine +phenylephrine +dextromethophan S.o. 894 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.606801+05:30
6606,Ambroxol + Terbutaline + Dextromethorphan S.o. 895 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.607302+05:30
6607,Dextromethorphan +chlorpheniramine +guaiphenesin S.o. 896 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.607806+05:30
6608,Terbutaline +bromhexine +guaiphenesin+dextromethorphan S.o. 897 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.608304+05:30
6609,Dextromethorphan +tripolidine +phenylephirine S.o. 898 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.608813+05:30
6610,Paracetamol +dextromethorphan +chlorpheniramine S.o. 899 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.609316+05:30
6611,Pholcodine+phenylephrine +promethazine S.o. 900 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.609822+05:30
6612,Codeine + Levocetirizine + Menthol S.o. 901 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.610322+05:30
6613,Dextromethorphan + Ambroxol + Guaifenesin + Phenylephrine S.o. 902 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.610820+05:30
6614,Cetirizine +phenylephrine + Dextromethorphan + Menthol S.o. 903 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.611351+05:30
6615,Roxithromycin + Serratiopeptidase S.o. 904 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.611879+05:30
6616,Paracetamol +phenylephrine +triprolidine S.o. 905 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.612416+05:30
6617,Acetaminophen+loratadine+ambroxol +phenylephrine S.o. 906 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.612895+05:30
6618,Cetirizine +acetaminophen+dextromethorphan S.o. 907 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.613366+05:30
6619,Diphenhydramine +guaifenesin +bromhexine +ammonium S.o. 908 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.613839+05:30
6620,Chlopheniramine Maleate +codeine S.o. 909 E,,Syrup,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.614324+05:30
6621,Cetirizine +dextromethorphan +zinc Gluconate +menthol S.o. 910 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.614804+05:30
6622,Paracetamol +phenylephrine +desloratadine+zinc Gluconate S.o. 911 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.615285+05:30
6623,Levocetirizine + Montelukast + Acebrophylline S.o. 912 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.615770+05:30
6624,Dextromethorphan + Phenylephrine + Ammonium Chloride + S.o. 913 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.616253+05:30
6625,Dextromethorphan +bromhexine +guaiphenesin+menthol S.o. 914 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.616742+05:30
6626,Acrivastine+ Paracetamol + Caffeine + Phenylephrine S.o. 915 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.617234+05:30
6627,Naphazoline +carboxy Methyl Cellulose +menthol +camphor S.o. 916 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.617714+05:30
6628,Dextromethorphan +cetirizine S.o. 917 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.618199+05:30
6629,Nimesulide + Paracetamol + Levocetirizine + Phenylephrine + S.o. 918 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.618680+05:30
6630,Terbutaline +ambroxol +guaiphenesin+zinc+menthol S.o. 919 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.619160+05:30
6631,Codeine +chlorpheniramine +alcohol S.o. 920 E,,Syrup,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.619671+05:30
6632,Dextromethorphan +phenylephrine +guaifenesin+triprolidine S.o. 921 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.620166+05:30
6633,Ammomiumchloride+bromhexine +dextromethorphan S.o. 922 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.620633+05:30
6634,Diethylcarbamazine +cetirizine +ambroxol S.o. 923 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.621115+05:30
6635,Ethylmorphine + Noscapine + Chlorpheniramine Maleate S.o. 924 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.621575+05:30
6636,Cetirizine +dextromethorphan +ambroxol S.o. 925 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.622043+05:30
6637,Bromhexine +dextromethorphan +ammonium Chloride S.o. 926 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.622520+05:30
6638,Ambroxol + Guaifenesin + Phenylephrine + S.o. 927 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.622989+05:30
6639,Paracetamol +phenylephrine +chlorpheniramine +zinc S.o. 928 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.623469+05:30
6640,Dextromethorphan +phenylephrine +cetirizine S.o. 929 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.623951+05:30
6641,Dextromethophan +chlorpheniramine +guaifenesin S.o. 930 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.624435+05:30
6642,Levocetirizine +dextromethorphan +zinc S.o. 931 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.624909+05:30
6643,Paracetamol +phenylephrine +levocetirizine +caffeine S.o. 932 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.625392+05:30
6644,Chlorpheniramine +ammonium Chloride +sodium Chloride S.o. 933 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.625865+05:30
6645,Paracetamol +dextromethorphan +bromhexine S.o. 934 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.626336+05:30
6646,Salbutamol +bromhexine +guaiphenesin +menthol S.o. 935 E,,,,G.S.R. 432(E),2013-06-18,,cdsco_banned_drugs_list.pdf,2026-07-03 10:27:09.626855+05:30
