id,generic_name,brand_names,dosage_form,strength,notification_number,notification_date,ban_reason,source_pdf,date_added
144,Aceclofenac (sr) + Paracetamol,,,,S.O. 4420(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.367151+05:30
145,Diclofenac + Paracetamol Injection,,,,S.O. 4421(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.368140+05:30
146,Azithromycin + Cefixime,,,,S.O. 4422(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.369141+05:30
147,Amoxicillin + Dicloxacillin,,,,S.O. 4423(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.370136+05:30
148,Azithromycin + Levofloxacin,,,,S.O. 4424(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.371108+05:30
149,Cefixime + Linezolid,,,,S.O. 4425(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.372083+05:30
150,Amoxicillin + Cefixime + Potassium Clavulanic Acid,,,,S.O. 4426(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.373064+05:30
151,Ofloxacin + Nitazoxanide,,,,S.O. 4427(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.374051+05:30
152,Cefpodoxime Proxetil + Levofloxacin,,,,S.O. 4428(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.375021+05:30
153,Levofloxacin + Ornidazole + Alpha Tocopherol Acetate,,,,S.O. 4430(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.375988+05:30
154,Nimorazole + Ofloxacin,,,,S.O. 4431(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.376972+05:30
155,Azithromycin + Ofloxacin,,,,S.O. 4432(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.377943+05:30
156,Amoxycillin + Tinidazole,,,,S.O. 4433(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.378909+05:30
157,Doxycycline + Serratiopeptidase,,,,S.O. 4434(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.379883+05:30
158,Cefixime + Levofloxacin,,,,S.O. 4435(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.380867+05:30
159,Ofloxacin + Metronidazole + Zinc Acetate,,,,S.O. 4436(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.381839+05:30
160,Diphenoxylate + Atropine + Furazolidone,,,,S.O. 4437(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.382803+05:30
161,"Combikit Of Fluconazole Tablet, Azithromycin Tablet And Ornidazole Tablets",,,,S.O. 4438(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.383769+05:30
162,Ciprofloxacin + Phenazopyridine,,,,S.O. 4439(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.384740+05:30
163,Amoxycillin + Dicloxacillin + Serratiopeptidase,,,,S.O. 4440(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.385716+05:30
164,Azithromycin + Cefpodoxime,,,,S.O. 4441(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.386691+05:30
165,Lignocaine + Clotrimazole + Ofloxacin + Beclomethasone,,,,S.O. 4442(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.387648+05:30
166,Cefuroxime + Linezolid,,,,S.O. 4443(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.388643+05:30
167,Ofloxacin + Ornidazole + Zinc Bis Glycinate,,,,S.O. 4444(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.389604+05:30
168,Metronidazole + Norfloxacin,,,,S.O. 4445(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.390571+05:30
169,Ciprofloxacin + Fluticasone + Clotrimazole + Neomycin,,,,S.O. 4446(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.391533+05:30
170,Metronidazole + Tetracycline,,,,S.O. 4447(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.392500+05:30
171,Cephalexin + Neomycin + Prednisolone,,,,S.O. 4448(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.393474+05:30
172,Azithromycin + Ambroxol,,,,S.O. 4449(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.394479+05:30
173,Cilnidipine + Metoprolol Succinate + Metoprolol Tartrate,,,,S.O. 4450(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.395481+05:30
174,L-arginine + Sildenafil,,,,S.O. 4451(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.396638+05:30
175,Atorvastatin + Vitamin D3 + Folic Acid Vitamin B12+ Pyridoxine,,,,S.O. 4452(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.397632+05:30
176,Metformin + Atorvastatin,,,,S.O. 4453(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.398690+05:30
177,Clindamycin + Telmisartan,,,,S.O. 4454(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.399678+05:30
178,Olmesartan + Hydrochlorothiazide + Chlorthalidone,,,,S.O. 4455(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.400760+05:30
179,L-5-methyl Tera Hydrofolate Calcium + Escitalopram,,,,S.O. 4456(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.401751+05:30
180,Paracetamol + Promethazine,,,,S.O. 4457(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.402718+05:30
181,Betahistine + Ginkgo Biloba Extract + Vinpocetine + Piracetam,,,,S.O. 4458(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.403693+05:30
182,Cetirizine + Diethyl Carbamazine,,,,S.O. 4459(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.404658+05:30
183,Doxylamine + Pyridoxine + Mefenamic Acid + Paracetamol,,,,S.O. 4460(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.405685+05:30
184,Drotaverine + Clidinium + Chlordiazepoxide,,,,S.O. 4461(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.406667+05:30
185,Flupentixol + Escitalopram,,,,S.O. 4462(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.407635+05:30
186,Gabapentin + Mecobalamin + Pyridoxine + Thiamine,,,,S.O. 4463(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.408601+05:30
187,Imipramine + Chlordiazepoxide + Trifluoperazine +trihexyphenidyl,,,,S.O. 4464(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.409567+05:30
188,Chlorpromazine +trihexyphenidyl,,,,S.O. 4465(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.410553+05:30
189,Ursodeoxycholic Acid + Silymarin,,,,S.O. 4466(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.411620+05:30
190,Metformin 1000/1000/500/500mg + Pioglitazone 7.5/7.5/7.5/7.5mg + Glimepiride 1/2/1/2mg,,,,S.O. 4467(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.412600+05:30
191,Gliclazide 80mg + Metformin 325 Mg,,,,S.O. 4468(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.413583+05:30
192,Voglibose + Metformin + Chromium Picolinate,,,,S.O. 4469(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.414560+05:30
193,Pioglitazone 7.5/7.5mg + Metformin 500/1000mg,,,,S.O. 4470(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.415555+05:30
194,Metformin 850mg + Pioglitazone 7.5mg + Glimepiride 2mg,,,,S.O. 4473(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.416520+05:30
195,Metformin 850mg + Pioglitazone 7.5mg + Glimepiride1mg,,,,S.O. 4474(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.417555+05:30
196,Voglibose + Pioglitazone + Metformin,,,,S.O. 4476(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.418531+05:30
197,Metformin + Bromocriptine,,,,S.O. 4477(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.419498+05:30
198,Metformin + Glimepiride +methylcobalamin,,,,S.O. 4478(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.420468+05:30
199,Glimepiride + Pioglitazone + Metformin,,,,S.O. 815(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.421433+05:30
200,Glipizide2.5mg + Metformin 400mg,,,,S.O. 4480(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.422395+05:30
201,Pioglitazone 15mg + Metformin 850mg,,,,S.O. 4481(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.423373+05:30
202,Metformin Er + Gliclazide Mr + Voglibose,,,,S.O. 4482(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.424339+05:30
203,Chromium Polynicotinate + Metformin Hydrochloride,,,,S.O. 4483(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.425297+05:30
204,Metformin Hydrochlopride + Gliclazide + Piogllitazone +chromium Polynicotinate,,,,S.O. 4484(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.426257+05:30
205,Metformin + Gliclazide + Chromium Polynicotinate,,,,S.O. 4485(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.427228+05:30
206,Metformin (sustainded Release) 500mg + Pioglitazone15mg + Glimepride 3mg,,,,S.O. 4486(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.428245+05:30
207,Metformin (sr) 500mg + Pioglitazone5mg,,,,S.O. 4487(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.429223+05:30
208,Chloramphenicol + Beclomethasone + Clotrimazole + Lignocaine,,,,S.O. 4488(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.430256+05:30
209,Chloramphenicol +ofloxacin + Lignocaine + Glycerine And Propylene Glycol,,,,S.O. 4489(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.431227+05:30
210,Chloramphennicol + Lignocain + Betamethasone + Clotrimazole + Ofloxacin + Antipyrine,,,,S.O. 4490(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.432208+05:30
211,Ofloxacin + Clotrimazole + Betamethasone + Lignocaine,,,,S.O. 4491(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.433186+05:30
212,Gentamicin Sulphate + Clotrimazole + Betamethasone + Lignocaine,,,,S.O. 4492(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.434184+05:30
213,Clotrimazole + Beclomethasone + Ofloxacin + Lignocaine,,,,S.O. 4493(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.435171+05:30
214,Beclomethasone + Clotrimazole + Chloramphenicol + Gentamycin + Lignocaine Ear Drops,,,,S.O. 4494(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.436163+05:30
215,Flunarizine + Paracetamol +domperidone,,,,S.O. 4495(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.437144+05:30
216,Rabeprazole + Zinccarnosine,,,,S.O. 4496(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.438107+05:30
217,Magaldrat + Famotidine + Simethicone,,,,S.O. 4497(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.439098+05:30
218,Cyproheptadine + Thiamine,,,,S.O. 4498(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.440066+05:30
219,Magaldrate + Ranitidine + Pancreatin + Domperidone,,,,S.O. 4499(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.441033+05:30
220,Ranitidine + Magaldrate + Simethicone,,,,S.O. 4500(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.441989+05:30
221,Magaldrate + Papain + Fungal Diastase + Simethicone,,,,S.O. 4501(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.442943+05:30
222,Rabeprazole + Zinc + Domperidone,,,,S.O. 4502(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.443903+05:30
223,Famotidine + Oxytacaine + Magaldrate,,,,S.O. 4503(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.444888+05:30
224,Ranitidine + Domperidone + Simethicone,,,,S.O. 4504(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.445912+05:30
225,Alginic Acid + Sodium Bicarbonate + Dried Aluminium Hydroxide + Magnesium Hydroxide,,,,S.O. 4505(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.446990+05:30
226,Clidinium + Paracetamol + Dicyclomine + Activated Dimethicone,,,,S.O. 4506(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.447962+05:30
227,Furazolidone + Metronidazole + Loperamide,,,,S.O. 4507(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.448921+05:30
228,Rabeprazole + Diclofenac + Paracetamol,,,,S.O. 4508(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.449874+05:30
229,Ranitidine + Magaldrate,,,,S.O. 4509(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.450827+05:30
230,Norfloxacin + Metronidazole + Zinc Acetate,,,,S.O. 4510(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.451806+05:30
231,Zinc Carnosine + Oxetacaine,,,,S.O. 4511(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.452757+05:30
232,Oxetacaine + Magaldrate + Famotidine,,,,S.O. 4512(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.453713+05:30
233,Pantoprazole (as Enteric Coated Tablet) + Zinc Carnosine (as Film Coated Tablets),,,,S.O. 4513(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.454680+05:30
234,Zinc Carnosine + Magnesium Hydroxide +dried Aluminium Hydroxide + Simethicone,,,,S.O. 4514(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.455643+05:30
235,Zinc Carnosine + Sucralfate,,,,S.O. 4515(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.456650+05:30
236,Mebeverine Hydrochloride & Inner Hpmc Capsule (streptococcus Faecalis + Clostridium Butyricum + Bacillus Mesentricus + Lactic Acid Bacillus),,,,S.O. 4516(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.457642+05:30
237,Clindamycin+ Clotrimazole + Lactic Acid Bacillus,,,,S.O. 4517(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.458650+05:30
238,Sildenafil + Estradiol Valerate,,,,S.O. 4518(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.459615+05:30
239,Clomifene Citrate + Ubidecarenone + Zinc + Folic Acid + Methylcobalamin + Pyridoxine + Lycopene + Selenium + Levocarnitine Tartrate + L-arginine,,,,S.O. 4519(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.460646+05:30
240,Thyroxine + Pyridoxine + Folic Acid,,,,S.O. 4520(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.461646+05:30
241,Gentamycin + Dexamethasone + Chloramphenicol +tobramycin + Ofloxacin,,,,S.O. 4521(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.462618+05:30
242,Dextromethorphan + Levocetirizine + Phenylephrine + Zinc,,,,S.O. 4522(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.463593+05:30
243,Nimesulide + Loratadine + Phenylephrine + Ambroxol,,,,S.O. 4523(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.464613+05:30
244,Bromhexine + Phenylephrine + Chlorepheniramine Maleate,,,,S.O. 4524(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.465588+05:30
245,Dextromethorphan + Bromhexine + Guaiphenesin,,,,S.O. 4525(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.466562+05:30
246,Paracetamol + Loratadine + Phenylephrine + Dextromethorphan + Caffeine,,,,S.O. 4526(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.467546+05:30
247,Nimesulide + Phenylephrine +caffeine + Levocetirizine,,,,S.O. 4527(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.468525+05:30
248,Azithromycin + Acebrophyline,,,,S.O. 4528(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.469495+05:30
249,Diphenhydramine +terpine + Ammonium Chloride + Sodium Chloride + Menthol,,,,S.O. 4529(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.470462+05:30
250,Nimesulide + Paracetamol + Cetrizine + Phenylephrine,,,,S.O. 4530(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.471494+05:30
251,Paracetamol + Loratadine + Dextromethophan + Pseudoepheridine + Caffeine,,,,S.O. 4531(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.472470+05:30
252,Cetirizine + Phenylephrine + Paracetamol + Zinc Gluconate,,,,S.O. 4533(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.473444+05:30
253,Ambroxol + Guaiphenesin + Ammonium Chloride + Phenylephrine + Chlorpheniramine Maleate + Menthol,,,,S.O. 4534(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.474455+05:30
254,Dextromethophen + Bromhexine + Chlorpheniramine Maleate + Guaiphenesin,,,,S.O. 4535(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.475435+05:30
255,Levocetirizine + Ambroxol + Phenylephrine + Guaiphenesin,,,,S.O. 4536(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.476601+05:30
256,Dextromethorphan + Chlorpheniramine + Chlorpheniramine Maleate,,,,S.O. 4537(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.477708+05:30
257,Cetirizine + Ambroxol + Guaiphenesin + Ammonium Chloride + Phenylephrine + Menthol,,,,S.O. 4538(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.478725+05:30
258,Chlorpheniramine + Phenylephrine + Caffeine,,,,S.O. 4539(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.479715+05:30
259,Dextromethorphan + Triprolidine + Phenylephrine,,,,S.O. 4540(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.480742+05:30
260,Terpinhydrate + Dextromethorphan + Menthol,,,,S.O. 4541(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.481705+05:30
261,Dextromethorphan + Phenylephrine + Zinc Gluconate + Menthol,,,,S.O. 4542(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.482661+05:30
262,Chlorpheniramine + Codeine + Sodium Citrate + Menthol Syrup,,,,S.O. 4543(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.483631+05:30
263,Enrofloxacin + Bromhexin,,,,S.O. 4544(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.484587+05:30
264,Bromhexine +dextromethorphan +phenylephrine + Menthol,,,,S.O. 4545(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.485558+05:30
265,Levofloxacin + Bromhexine,,,,S.O. 4546(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.486519+05:30
266,Levocetirizine + Ranitidine,,,,S.O. 4547(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.487474+05:30
267,Levocetirizine + Phenylephrine + Ambroxol + Guaiphenesin +paracetamol,,,,S.O. 4548(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.488422+05:30
268,Cetirizine + Dextromethorphan + Phenylephrine + Zinc Gluconate + Paracetamol + Menthol,,,,S.O. 4549(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.489393+05:30
269,Paracetamol + Pseudoephedrine + Dextromethorphan + Cetirizine,,,,S.O. 4550(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.490478+05:30
270,Diphenhydramine + Guaiphenesin + Ammonium Chloride + Bromhexine,,,,S.O. 4551(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.491432+05:30
271,Chlorpheniramine +dextromethorphan +phenylephrine +paracetamol,,,,S.O. 4552(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.492431+05:30
272,Dextromethorphen + Promethazine,,,,S.O. 4553(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.493396+05:30
273,Diethylcabamazine Citrate+ Cetirizine+ Guaiphenesin,,,,S.O. 4554(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.494364+05:30
274,Pseudoephedrine + Dextromethorphan + Cetirizine,,,,S.O. 4555(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.495324+05:30
275,Chlorpheniramine+ Phenylephrine + Dextromethophan + Menthol,,,,S.O. 4556(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.496280+05:30
276,Ambroxol + Terbutaline + Dextromethorphan,,,,S.O. 4557(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.497241+05:30
277,Dextromethorphan + Chlorpheniramine + Guaiphenesin,,,,S.O. 4558(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.498200+05:30
278,Terbutaline +bromhexine +guaiphenesin + Dextromethorphan,,,,S.O. 4559(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.499158+05:30
279,Dextromethorphan + Tripolidine +phenylephrine,,,,S.O. 4560(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.500112+05:30
280,Paracetamol + Dextromethorphan + Chlorpheniramine,,,,S.O. 4561(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.501072+05:30
281,Pholcodine + Phenylephrine + Promethazine,,,,S.O. 4562(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.502026+05:30
282,Codeine + Levocetirizine + Menthol,,,,S.O. 4563(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.502967+05:30
283,Dextromethorphan + Ambroxol + Guaifenesin + Phenylephrine + Chlorpheniramine,,,,S.O. 4564(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.503942+05:30
284,Cetirizine +phenylephrine + Dextromethorphan +menthol,,,,S.O. 4565(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.504912+05:30
285,Roxithromycin + Serratiopeptidase,,,,S.O. 4566(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.505875+05:30
286,Paracetamol + Phenylephrine + Triprolidine,,,,S.O. 4567(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.506817+05:30
287,Acetaminophen + Loratadine + Ambroxol + Phenylephrine,,,,S.O. 4568(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.507774+05:30
288,Cetirizine + Acetaminophen + Dextromethorphan+ Phenyephrine + Zinc Gluconate,,,,S.O. 4569(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.508728+05:30
289,Diphenhydramine + Guaifenesin + Bromhexine + Ammonium Chloride + Menthol,,,,S.O. 4570(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.509682+05:30
290,Cetirizine + Dextromethorphan + Zinc Gluconate + Menthol,,,,S.O. 4571(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.510639+05:30
291,Paracetamol + Phenylephrine + Desloratadine + Zinc Gluconate+ Ambroxol,,,,S.O. 4572(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.511617+05:30
292,Levocetirizine + Montelukast + Acebrophylline,,,,S.O. 4573(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.512580+05:30
293,Dextromethorphan + Phenylephrine + Ammonium Chloride + Menthol,,,,S.O. 4574(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.513541+05:30
294,Dextromethorphan + Bromhexine + Guaiphenesin + Menthol,,,,S.O. 4575(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.514503+05:30
295,Acrivastine + Paracetamol + Caffeine + Phenylephrine,,,,S.O. 4576(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.515461+05:30
296,Naphazoline +carboxy Methyl Cellulose + Menthol +camphor +phenylephrine,,,,S.O. 4577(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.516492+05:30
297,Dextromethorphan + Cetirizine,,,,S.O. 4578(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.517446+05:30
298,Nimesulide + Paracetamol + Levocetirizine + Phenylephrine + Caffeine,,,,S.O. 4579(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.518402+05:30
299,Terbutaline +ambroxol + Guaiphenesin + Zinc + Menthol,,,,S.O. 4580(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.519359+05:30
300,Codeine + Chlorpheniramine + Alcohol Syrup,,,,S.O. 4581(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.520306+05:30
301,Dextromethorphan + Phenylephrine + Guaifenesin + Triprolidine,,,,S.O. 4582(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.521262+05:30
302,Diethylcarbamazine +cetirizine + Ambroxol,,,,S.O. 4583(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.522234+05:30
