id,generic_name,brand_names,dosage_form,strength,notification_number,notification_date,ban_reason,source_pdf,date_added
303,Ethylmorphine + Noscapine + Chlorpheniramine Maleate,,,,S.O. 4584(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.523190+05:30
304,Cetirizine + Dextromethorphan +ambroxol,,,,S.O. 4585(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.524143+05:30
305,Ambroxol + Guaifenesin + Phenylephrine + Chlorpheniramine,,,,S.O. 4586(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.525097+05:30
306,Paracetamol + Phenylephrine + Chlorpheniramine + Zinc Gluconate,,,,S.O. 4587(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.526054+05:30
307,Dextromethorphan + Phenylephrine + Cetirizine + Paracetamol + Caffeine,,,,S.O. 4588(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.527068+05:30
308,Levocetirizine + Dextromethorphan + Zinc,,,,S.O. 4589(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.528051+05:30
309,Paracetamol + Phenylephrine + Levocetirizine + Caffeine,,,,S.O. 4590(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.529013+05:30
310,Chlorpheniramine + Ammonium Chloride +sodium Chloride,,,,S.O. 4591(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.529975+05:30
311,Paracetamol + Dextromethorphan + Bromhexine + Phenylephrine + Diphenhydramine,,,,S.O. 4592(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.530969+05:30
312,Salbutamol + Bromhexine + Guaiphenesin + Menthol,,,,S.O. 4593(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.531913+05:30
313,Chlorpheniramine + Ammonium Chloride + Noscapine + Sodium Citrate,,,,S.O. 4594(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.532858+05:30
314,Cetirizine + Dextromethorphan + Bromhexine + Guaifenesin,,,,S.O. 4595(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.533947+05:30
315,Diethylcarbamazine + Chlorpheniramine +guaifenesin,,,,S.O. 4596(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.534938+05:30
316,Ketotifen + Cetirizine,,,,S.O. 4597(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.535888+05:30
317,Terbutaline +bromhexine +etofylline,,,,S.O. 4598(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.536852+05:30
318,Ketotifen + Theophylline,,,,S.O. 4599(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.537798+05:30
319,Ambroxol + Salbutamol +theophylline,,,,S.O. 4600(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.538740+05:30
320,Cetirizine + Nimesulide + Phenylephrine,,,,S.O. 4601(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.539697+05:30
321,Chloropheniramine + Phenylephrine + Paracetamol + Zinc Gluconate,,,,S.O. 4602(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.540642+05:30
322,Acetaminophen + Guaifenesin + Dextromethorphan + Chlorpheniramine,,,,S.O. 4603(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.541592+05:30
323,Cetirizine + Dextromethorphan + Phenylephrine + Tulsi,,,,S.O. 4604(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.542545+05:30
324,Cetirizine + Phenylephrine + Paracetamol + Ambroxol + Caffeine,,,,S.O. 4605(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.543510+05:30
325,Guaifenesin + Dextromethorphan,,,,S.O. 4606(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.544462+05:30
326,Levocetirizine + Paracetamol + Phenylephrine + Caffeine,,,,S.O. 4607(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.545401+05:30
327,Ketotifen + Levocetirizine,,,,S.O. 4608(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.546345+05:30
328,Paracetamol +levocetirizine + Phenylephrine + Zinc Gluconate,,,,S.O. 4609(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.547291+05:30
329,Paracetamol + Phenylephrine + Triprolidine +caffeine,,,,S.O. 4610(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.548270+05:30
330,Caffeine+ Paracetamol + Phenylephrine + Cetirizine,,,,S.O. 4611(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.549222+05:30
331,Dextromethorphan+ Phenylephrine +guaifenesin,,,,S.O. 4612(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.550163+05:30
332,Ambroxol + Levocetirizine +phenylephrine +guaiphenesin +menthol,,,,S.O. 4613(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.551161+05:30
333,Pseudoephedrine + Cetirizine,,,,S.O. 4614(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.552124+05:30
334,Dextromethorphan + Chlorpheniramine + Ammonium Chloride + Menthol,,,,S.O. 4615(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.553128+05:30
335,Salbutamol + Aminophylline + Guaifenesin,,,,S.O. 4617(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.554099+05:30
336,Salbutamol+ Theophylline +bromhexine,,,,S.O. 4618(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.555038+05:30
337,Chlorpheniramine + Dextromethorphan + Guaifenesin + Phenylephrine,,,,S.O. 4619(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.555988+05:30
338,Caffeine + Paracetamol + Chlorpheniramine,,,,S.O. 4620(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.557115+05:30
339,Ammonium Chloride + Dextromethorphan + Cetirizine + Menthol,,,,S.O. 4621(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.558089+05:30
340,Dextromethorphan + Paracetamol + Cetirizine + Phenylephrine,,,,S.O. 4622(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.559067+05:30
341,Chlorpheniramine + Terpin + Antimony Potassium Tartrate + Ammonium Chloride + Sodium Citrate + Menthol,,,,S.O. 4623(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.560042+05:30
342,Terbutaline Sulphate + Etofylline + Ambroxol,,,,S.O. 4624(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.561010+05:30
343,Paracetamol + Codeine + Chlorpheniramine,,,,S.O. 4625(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.561990+05:30
344,Paracetamol + Pseudoephedrine + Cetirizine + Caffeine,,,,S.O. 4626(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.562940+05:30
345,Chlorpheniramine + Ammonium Chloride + Menthol,,,,S.O. 4627(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.563905+05:30
346,N-acetyl Cysteine + Ambroxol + Phenylephrine + Levocetirizine,,,,S.O. 4628(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.564863+05:30
347,Dextromethorphan + Phenylephrine + Tripolidine + Menthol,,,,S.O. 4629(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.565820+05:30
348,Salbutamol + Cetirizine+ Ambroxol,,,,S.O. 4630(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.566795+05:30
349,Dextromethorphan + Phenylephrine + Bromhexine + Guaifenesin + Chlorpheniramine,,,,S.O. 4631(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.567752+05:30
350,Nimesulide + Cetirizine +phenylephrine,,,,S.O. 4632(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.568714+05:30
351,Naphazoline + Chlorpheniramine+ Zinc Sulphate +boric Acid + Sodium Chloride + Chlorobutol,,,,S.O. 4633(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.569657+05:30
352,Dextromethorphan + Phenylephrine + Guaifenesin + Cetirizine + Acetaminophen,,,,S.O. 4634(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.570623+05:30
353,Guaifenesin + Bromhexine + Chlorpheniramine + Paracetamol,,,,S.O. 4635(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.571592+05:30
354,Chlorpheniramine + Ammonium Chloride + Chloroform + Menthol,,,,S.O. 4636(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.572558+05:30
355,Salbutamol + Choline Theophylinate + Ambroxol,,,,S.O. 4637(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.573511+05:30
356,Pseudoephedrine +bromhexine,,,,S.O. 4638(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.574453+05:30
357,Cetirizine + Phenylephrine + Paracetamol + Caffeine + Nimesulide,,,,S.O. 4639(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.575393+05:30
358,Dextromethorphan + Cetirizine + Guaifenesin + Ammonium Chloride,,,,S.O. 4640(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.576366+05:30
359,Ambroxol + Salbutamol + Choline Theophyllinate + Menthol,,,,S.O. 4641(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.577329+05:30
360,Paracetamol +chlorpheniramine + Ambroxol + Guaifenesin + Phenylephrine,,,,S.O. 4642(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.578439+05:30
361,Chlorpheniramine + Vasaka + Tolubalsam + Ammonium Chloride + Sodium Citrate + Menthol,,,,S.O. 4643(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.579400+05:30
362,Bromhexine + Cetirizine + Phenylephrine + Guaifenesin + Menthol,,,,S.O. 4644(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.580376+05:30
363,Dextromethorphan + Ambroxol + Ammonium Chloride + Chlorpheniramine + Menthol,,,,S.O. 4645(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.581338+05:30
364,Dextromethorphan + Phenylephrine + Cetirizine + Zinc + Menthol,,,,S.O. 4646(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.582347+05:30
365,Terbutaline + N-acetyll - Cysteine + Guaifenesin,,,,S.O. 4647(E),2018-09-07,,vaayath.com,2026-07-03 10:31:46.583326+05:30
366,Calcium Gluconate + Levocetirizine,,,,S.O. 4648(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.584287+05:30
367,Paracetamol + Levocetirizine + Pseudoephedrine,,,,S.O. 4649(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.585246+05:30
368,Salbutamol + Choline Theophylinate + Carbocisteine,,,,S.O. 4650(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.586273+05:30
369,Chlorpheniramine + Vitamin C,,,,S.O. 4651(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.587236+05:30
370,Calcium Gluconate + Chlorpheniramine + Vitamin C,,,,S.O. 4652(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.588207+05:30
371,Chlorpheniramine + Paracetamol+ Pseudoephedrine + Caffeine,,,,S.O. 4653(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.589163+05:30
372,Guaifenesin + Bromhexine + Chlorpheniramine + Phenylephrine + Paracetamol + Serratiopeptidase (as Enteric Coated Granules) 10000 S P Units,,,,S.O. 4654(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.590142+05:30
373,Paracetamol + Pheniramine,,,,S.O. 4655(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.591127+05:30
374,Betamethasone+ Fusidic Acid + Gentamycin+ Tolnaftate + Iodochlorhydroxyquinoline (ichq),,,,S.O. 4656(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.592088+05:30
375,Clobetasol + Ofloxacin + Miconazole + Zinc Sulphate,,,,S.O. 4657(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.593040+05:30
376,Clobetasole + Gentamicin + Miconazole + Zinc Sulphate,,,,S.O. 4658(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.594010+05:30
377,Levocetirizine + Ambroxol + Phenylephrine + Paracetamol,,,,S.O. 4659(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.594975+05:30
378,Permethrin + Cetrimide + Menthol,,,,S.O. 4660(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.595976+05:30
379,Beclomethasone + Clotimazole + Neomycin + Iodochlorohydroxyquinone,,,,S.O. 4661(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.596923+05:30
380,Neomycin +doxycycline,,,,S.O. 4662(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.597886+05:30
381,Ciprofloxacin +fluocinolone + Clotrimazole + Neomycin + Chlorocresol,,,,S.O. 4663(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.598831+05:30
382,Clobetasol +ofloxacin + Ketoconazole + Zinc Sulphate,,,,S.O. 4664(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.599788+05:30
383,Betamethasone + Gentamicin + Tolnaftate + Iodochlorhydroxyquinoline,,,,S.O. 4665(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.600734+05:30
384,Clobetasol + Gentamicin + Tolnaftate + Idochlorhydroxyquinone + Ketoconazole,,,,S.O. 4666(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.601736+05:30
385,Allantoin + Dimethieone + Urea + Propylene + Glycerin + Liquid Paraffin,,,,S.O. 4667(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.602754+05:30
386,Acriflavine + Thymol + Cetrimide,,,,S.O. 4668(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.603704+05:30
387,Betamethasone + Neomycin + Tolnaftate + Iodochloro Hydroxy Quinoline + Chlorocresol,,,,S.O. 4669(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.604646+05:30
388,Clobetasol + Neomycin + Miconazole + Clotrimazole,,,,S.O. 4670(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.605599+05:30
389,Ketoconazole + Tea Tree Oil + Allantoin + Inc Oxide + Aloe Vera + Jojoba Oil + Lavander Oil + Soap Noodles,,,,S.O. 4671(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.606568+05:30
390,Clobetasol + Ofloxacin + Ornidazole +terbinafine,,,,S.O. 4672(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.607533+05:30
391,Clobetasol + Neomycin +miconazole +zinc Sulphate,,,,S.O. 4673(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.608480+05:30
392,Beclomethasone + Neomycin + Tolnaftate + Iodochlorhydroxyquinoline + Chlorocresol,,,,S.O. 4674(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.609427+05:30
393,Betamethasone + Gentamycin + Zinc Sulphate +clotrimazole + Chlorocresol,,,,S.O. 4675(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.610367+05:30
394,Borax + Boric Acid + Naphazoline +menthol + Camphor + Methyl Hydroxy Benzoate,,,,S.O. 4676(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.611329+05:30
395,Bromhexine + Dextromethorphan,,,,S.O. 4677(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.612286+05:30
396,Dextromethorphan + Chlorpheniramine + Bromhexine,,,,S.O. 4678(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.613323+05:30
397,Menthol + Anesthetic Ether,,,,S.O. 4679(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.614295+05:30
398,Dextromethorphan + Chlorpheniramine + Ammonium Chloride + Sodium Citrate +menthol,,,,S.O. 4680(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.615274+05:30
399,Ergotamine Tartrate + Belladona Dry Extract + Caffeine + Paracetamol,,,,S.O. 4681(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.616271+05:30
400,Gliclazide 40mg + Metformin 400mg,,,,S.O. 4682(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.617219+05:30
401,Paracetamol + Ambroxol + Phenylephrine + Chlorpheniramine,,,,S.O. 4683(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.618183+05:30
402,Ofloxacin + Ornidazole Suspension,,,,,2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.619151+05:30
403,Albuterol + Etofylline + Bromhexine + Menthol,,,,S.O. 4685(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.620094+05:30
404,Albuterol + Bromhexine + Theophylline,,,,S.O. 4686(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.621212+05:30
405,Paracetamol + Phenylephrine + Levocetirizine + Sodium Citrate,,,,S.O. 4688(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.622185+05:30
406,Guaifenesin + Diphenhydramine + Bromhexine +phenylephrine,,,,S.O. 4690(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.623160+05:30
407,Dried Aluminium Hydroxide Gel + Propantheline Bromide +diazepam,,,,S.O. 4691(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.624137+05:30
408,Bromhexine +phenylephrine + Chlorpheniramine + Paracetamol,,,,S.O. 4692(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.625086+05:30
409,Beclomethasone + Clotrimazole + Gentamicin + Iodo- Chlorhydroxyquinoline,,,,S.O. 4693(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.626048+05:30
410,Telmisartan + Metformin,,,,S.O. 4694(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.626998+05:30
411,Ammonium Citrate + Vitamin B12 + Folic Acid + Zinc Sulphate,,,,S.O. 4695(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.627963+05:30
412,Levo Thyroxine Pyridoxine + Nicotinamide,,,,S.O. 4696(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.628951+05:30
413,Benfotiamine + Metformin,,,,S.O. 4697(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.629917+05:30
414,Thyroid + Thiamine + Riboflavin + Pyridoxine + Calcium Pantothenate + Tocopheryl Acetate + Nicotinamide,,,,S.O. 4698(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.630877+05:30
415,Ascorbic Acid + Menadione Sodium Bisulphate + Rutin + Dibasic Calcium Phosphate + Adrenochrome Mono Semi Carbazone,,,,S.O. 4699(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.631881+05:30
416,Phenylephrine + Chlorpheniramine + Paracetamol + Bromhexine + Caffeine,,,,S.O. 4700(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.632852+05:30
417,Clotrimazole +beclomethasone +lignocaine +ofloxacin + Acetic Acid + Sodium Methyl Paraben + Propyl Paraben,,,,S.O. 4701(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.633825+05:30
418,Fixed Dose Combinations Of Nimesulide + Levocetrizine,,,,S.O. 4702(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.634807+05:30
419,Fixed Dose Combinations Of Ofloxacin + Ornidazole Injection,,,,S.O. 4703(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.635776+05:30
420,Fixed Dose Combinations Of Gemifloxacin + Ambroxol,,,,S.O. 4704(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.636751+05:30
421,Fixed Dose Combinations Of Glucosamin + Ibuprofen,,,,S.O. 4705(E),2018-09-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.637719+05:30
422,5-bromosalicyl-4-chloranilide + Salicylic Acid,,,,S.O. 180(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.638679+05:30
423,Activated Charcoal + Fungal Diastase + Lactic Acid,,,,S.O. 181(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.639625+05:30
424,Allobarbitone + Phospho-dimethyl-isopropyl-pyrazolone,,,,S.O. 182(E),2019-01-01,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.640571+05:30
425,Artesunate + Arteether + Artemether,,,,S.O. 183(E),2019-01-01,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.641520+05:30
426,Atorvastatin + Acetyl Salicylic Acid + Caffeine,,,,S.O. 184(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.642461+05:30
427,Chlormezanone + Paracetamol+ Diclofenac Sodium,,,,S.O. 185(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.643404+05:30
428,Chlormezanone +paracetamol + Ibuprofen,,,,S.O. 186(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.644360+05:30
429,Chlorzoxazone + Ibuprofen + Paracetamol + Diclofenac + Oxyphenbutazone + Magnesium Hydroxide,,,,S.O. 187(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.645358+05:30
430,Chlorzoxazone + Paracetamol + Ibuprofen + Diclofenac Sodium,,,,S.O. 188(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.646309+05:30
431,Ciprofloxacin + Tinidazole + Dicyclomine,,,,S.O. 189(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.647252+05:30
432,Dicyclomine + Dextromethorphan + Paracetamol,,,,S.O. 190(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.648204+05:30
433,Dicyclomine + Paracetamol + Chlordiazepoxide,,,,S.O. 191(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.649158+05:30
434,Dicyclomine +paracetamol +phenylisopropyl Pyrazolone,,,,S.O. 192(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.650101+05:30
435,Dicyclomine + Serratiopeptidase,,,,S.O. 193(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.651161+05:30
436,Ibuprofen + Colchicine,,,,S.O. 194(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.652108+05:30
437,Ibuprofen + Dextropropoxyphene + Paracetamol,,,,S.O. 195(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.653075+05:30
438,Ibuprofen + Paracetamol + Colchicine,,,,S.O. 196(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.654037+05:30
439,Ibuprofen + Paracetamol+ Magnesium Trisilicate,,,,S.O. 197(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.655054+05:30
440,Mebeverine + Alprazolam,,,,S.O. 198(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.656021+05:30
441,Mecobalamin + Methenamine Mandelate,,,,S.O. 199(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.656971+05:30
442,Norfloxacin +tinidazole +dicyclomine,,,,S.O. 200(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.657965+05:30
443,Norfloxacin+tinidazole+loperamide,,,,S.O. 201(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.658918+05:30
444,Ondansetron +paracetamol,,,,S.O. 202(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.659859+05:30
445,Paracetamol + Alprazolam,,,,S.O. 203(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.660796+05:30
446,Paracetamol + Diclofenac Sodium + Amoxicillin + Cloxacillin + Pantoprazole + Lactic Acid Bacillus + Serratiopeptidase,,,,S.O. 204(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.661797+05:30
447,Paracetamol + Diclofenac Sodium + Magnesium Trisilicate + Chlorpheniramine Maleate,,,,S.O. 205(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.662773+05:30
448,Paracetamol + Ketoprofen + Dextropropoxyphene,,,,S.O. 206(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.663738+05:30
449,Ranitidine + Dicyclomine + Clidinium Bromide,,,,S.O. 207(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.664806+05:30
450,Ranitidine + Omeprazole,,,,S.O. 208(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.665762+05:30
451,Acriflavine + Gentian Violet + Brilliant Green,,,,S.O. 209(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.666704+05:30
452,Allantoin + Triclosan + Vitamin E + Zinc Oxide,,,,S.O. 210(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.667712+05:30
453,Allantoin + Vitamin E + Camellia Sinensis,,,,S.O. 211(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.668672+05:30
454,Atorvastatin + Omega 3 Fatty Acid 250mg,,,,S.O. 212(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.669625+05:30
455,Atorvastatin + Ubidecarenone,,,,S.O. 213(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.670613+05:30
456,Cefixime + Lactobacillus + Clavulanic Acid,,,,S.O. 214(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.671580+05:30
457,Cefixime + Ornidazole,,,,S.O. 215(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.672540+05:30
